,index,Unnamed: 0,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
142,1113,1113,1465075959388938251,"Saskatoon, SK","💔💔💔💔
# of new cases are dropping. Not the deaths though.

COVID-19 in Sask.: 52 new cases and 4 more deaths reported Sunday | CBC News https://t.co/isUrGCzOyM",2021-11-28 21:51:43+00:00,kathymahar,en,0,0,0,0
143,311,311,1464286772490223617,"Victoria, British Columbia, Canada","But the rich nations are very quick to share panic porn
#COVID19 #SanitaryDictatorship https://t.co/7og7lTmfSs",2021-11-26 17:35:46+00:00,KMGVictoria,en,0,0,1,0
144,107,107,1464077335817334787,Ontario,"Just want to give an enormous shout out @WDGPublicHealth. Their vaccine rollout for the 5-12 age group was amazing. Thank you to all the hard-working Drs, nurses and staff. My family is now two doses away from being fully vaxed because of your work. Thanks! #fightCOVID",2021-11-26 03:43:32+00:00,juliolopez78,en,0,1,9,0
145,789,789,1464701471233085440,"Vancouver, BC, Canada","(4) UK prime minister announces ""targeted"" measures to combat Omicron Covid-19 variant | @scoopit https://t.co/IOe9M2sUOZ",2021-11-27 21:03:38+00:00,EnzoCalamo,en,0,0,0,0
146,973,973,1464935019898712067,"Ontario,Canada","Naturally Immune People at Little Risk of Reinfection, Severe Disease From COVID-19: Study https://t.co/hohKuPXtPE]",2021-11-28 12:31:40+00:00,poorcanuck,en,1,0,1,0
147,1075,1075,1465041689102405635,"Ontario, Canada ",South African lab Afrigen tries to replicate the Moderna vaccine - The Washington Post https://t.co/NfubF8V7Em,2021-11-28 19:35:32+00:00,DrSpockets,en,0,0,0,0
148,71,71,1464057113093758976,nova scotia canada,"Tony Robbins Talks About Coronavirus, How To Adjust Your Mindset In Plac... https://t.co/If9M9GuesN via @YouTube",2021-11-26 02:23:11+00:00,hischildmelody,en,0,0,0,0
149,1121,1121,1465077931324022791,"Vancouver, BC",South African medical association says Omicron variant causes ‘mild disease.’ https://t.co/a7P1WcnCYI https://t.co/YMQ5xHiIhC,2021-11-28 21:59:33+00:00,winsontang,en,0,0,0,0
150,1123,1123,1465079971186102278,"Ottawa, Ontario",#BREAKING - Two cases of #Omicron COVID-19 variant confirmed in Ottawa https://t.co/OwWtBUiWyF via @ctvottawa,2021-11-28 22:07:39+00:00,meganshawCTV,en,2,2,5,0
151,816,816,1464725631309074439,"Ontario, Canada","So, super cool,

apparently I need a negative Covid test ENTERING and leaving the US. 

How the fuck am I just finding out about this now?

Also if you're only getting tested for travel apparently I have to fucking pay for it?????????

im so sick of this shit man",2021-11-27 22:39:38+00:00,Aeroteq,en,0,2,8,1
152,475,475,1464375342492274689,"Leamington, Ontario","Beginning Monday, pop-up vaccine clinics in Leamington and West Windsor will begin offering vaccines to youth age 5 to 11, as well as anyone else eligible for a 1st, 2nd, or 3rd dose.⠀
⠀
The clinics take place:⠀
⠀
📅 Monday, Wednesday, Friday⠀
📍 L… https://t.co/SYKl7HSKAi https://t.co/5Ath0Ex3Kg",2021-11-26 23:27:43+00:00,ESHCare,en,1,0,2,0
153,579,579,1464445099752968195,Yukon,"WELL LOOKEY HERE! A complete list of who signed the vaccine petition in the Yukon, in alphabetical order! https://t.co/RXp7UylrAo",2021-11-27 04:04:54+00:00,emilyampersand,en,3,3,11,0
154,966,966,1464927043326517259,"Toronto, Ontario","The ""powers that be"" give themselves away when you have a 100% vaccination rate and then get variants coming from the domestic pop &amp; infecting them anyway

#cdnpoli #onpoli #bcpoli

@JustinTrudeau @fordnation @johntory
@patrickbrownont 

#NoVaccineMandates
#NoVaccinePassports https://t.co/UChsI7PsBG",2021-11-28 11:59:58+00:00,kittyhundal,en,1,0,1,0
155,702,702,1464629042955661318,"East Gwillimbury, Ontario",Covid live: two Omicron cases found in UK; South Africa ‘punished’ for detecting variant https://t.co/o9cYD6Jc9D,2021-11-27 16:15:49+00:00,lmv6719,en,1,1,1,0
